task_id,employee_id,department_x,task_category,priority,assigned_date,deadline,completion_date,completed,deadline_met,hours_estimated,hours_actual,efficiency_score,satisfaction_rating,name,department_y,role,join_date,years_experience,manager_id,location
TASK00890,EMP0131,Support,Code Review,Medium,2025-05-06,2025-05-14,2025-05-19,True,False,18,18.2,78.7,2.0,Robin Jones,Support,Customer Success,2023-05-11,1.3,EMP0012,Mumbai
TASK00891,EMP0040,Engineering,Feature Dev,Low,2025-05-06,2025-05-18,,False,False,18,0.0,0.0,,Andrea Kennedy,Engineering,Junior Dev,2025-03-30,3.8,EMP0011,Bangalore
TASK00892,EMP0083,Support,Report,Medium,2025-04-16,2025-04-17,2025-04-17,True,True,2,1.5,92.5,4.0,Dillon Bernard,Support,Support Lead,2024-10-08,11.8,EMP0014,Mumbai
TASK00893,EMP0118,Support,Testing,Medium,2025-05-08,2025-05-22,2025-05-27,True,False,21,30.0,95.5,4.0,George Meadows,Support,Support Agent,2025-07-12,10.7,EMP0003,Hyderabad
TASK00894,EMP0068,HR,Bug Fix,High,2026-02-01,2026-02-03,2026-02-02,True,True,14,9.4,82.0,2.0,Shelley Khan,HR,HR Coordinator,2023-11-09,6.9,EMP0018,Delhi
TASK00895,EMP0168,Support,Training,High,2025-04-27,2025-05-01,2025-05-01,True,True,17,19.6,100.0,2.0,Jon Porter,Support,Customer Success,2022-05-12,1.3,EMP0005,Remote
TASK00896,EMP0023,Finance,Code Review,Low,2025-11-03,2025-11-16,2025-11-21,True,False,29,15.4,74.4,2.0,Matthew Fisher,Finance,Accountant,2026-01-31,5.7,EMP0005,Remote
TASK00897,EMP0171,Finance,Bug Fix,High,2026-03-05,2026-03-13,,False,False,32,0.0,0.0,,Amy Woodward,Finance,Accountant,2024-05-08,7.0,EMP0015,Delhi
TASK00898,EMP0081,Finance,Client Call,High,2025-05-04,2025-05-14,2025-05-16,True,False,38,66.3,71.1,1.0,Kevin Berry,Finance,Accountant,2026-02-20,14.6,EMP0005,Mumbai
TASK00899,EMP0040,Engineering,Training,Medium,2025-11-04,2025-11-06,2025-11-10,True,False,28,49.6,88.7,3.0,Andrea Kennedy,Engineering,Junior Dev,2025-03-30,3.8,EMP0011,Bangalore
TASK00900,EMP0173,Finance,Training,Low,2025-05-30,2025-06-06,2025-06-11,True,False,16,25.1,78.9,1.0,Jasmine Lewis,Finance,Finance Manager,2022-01-09,1.9,EMP0007,Mumbai
TASK00901,EMP0157,HR,Feature Dev,Medium,2025-11-14,2025-11-20,2025-11-22,True,False,28,51.3,74.0,4.0,James Garza,HR,Recruiter,2023-07-31,7.1,EMP0010,Delhi
TASK00902,EMP0105,Sales,Documentation,Medium,2025-06-24,2025-07-05,2025-07-09,True,False,3,2.2,84.2,4.0,James Singh,Sales,Sales Rep,2021-10-17,1.2,EMP0016,Remote
TASK00903,EMP0156,HR,Report,Medium,2025-12-16,2025-12-20,2025-12-23,True,False,40,71.2,87.5,2.0,Jason Jarvis,HR,HR Manager,2026-01-05,15.0,EMP0018,Delhi
TASK00904,EMP0170,Marketing,Code Review,High,2025-07-01,2025-07-13,2025-07-17,True,False,25,42.3,97.0,5.0,William Lloyd,Marketing,Marketing Manager,2021-05-01,9.1,EMP0020,Mumbai
TASK00905,EMP0013,HR,Code Review,Low,2025-06-07,2025-06-19,2025-06-24,True,False,10,7.6,100.0,5.0,James Walker,HR,HR Coordinator,2022-03-19,12.9,EMP0004,Hyderabad
TASK00906,EMP0095,Marketing,Training,Medium,2025-11-02,2025-11-15,2025-11-20,True,False,21,17.9,82.0,1.0,Amy Obrien,Marketing,Content Writer,2022-09-27,14.3,EMP0011,Remote
TASK00907,EMP0146,Support,Code Review,Critical,2025-11-25,2025-12-01,,False,False,24,0.0,0.0,,Erica Wise,Support,Customer Success,2026-02-17,4.4,EMP0008,Bangalore
TASK00908,EMP0189,Marketing,Feature Dev,Low,2025-04-24,2025-05-08,,False,False,4,0.0,0.0,,Jennifer Travis,Marketing,SEO Specialist,2022-08-13,6.4,EMP0011,Bangalore
TASK00909,EMP0155,Support,Meeting,Medium,2025-11-02,2025-11-04,2025-11-03,True,True,37,30.9,83.0,3.0,Kimberly Krueger,Support,Customer Success,2025-06-09,5.9,EMP0018,Remote
TASK00910,EMP0118,Support,Training,High,2025-05-24,2025-06-06,2025-06-08,True,False,11,19.6,87.7,5.0,George Meadows,Support,Support Agent,2025-07-12,10.7,EMP0003,Hyderabad
TASK00911,EMP0110,Engineering,Feature Dev,Medium,2026-02-18,2026-03-02,2026-03-07,True,False,31,60.3,77.3,1.0,Mary Richards,Engineering,Tech Lead,2026-04-14,4.1,EMP0004,Hyderabad
TASK00912,EMP0133,Sales,Feature Dev,High,2025-08-11,2025-08-21,2025-08-20,True,True,37,20.8,93.2,2.0,Michael Rollins,Sales,Sales Rep,2025-08-12,12.7,EMP0020,Mumbai
TASK00913,EMP0172,Finance,Report,Medium,2026-03-02,2026-03-16,2026-03-19,True,False,12,19.1,67.2,5.0,Denise Medina,Finance,Accountant,2022-08-13,4.9,EMP0020,Bangalore
TASK00914,EMP0015,HR,Feature Dev,Medium,2026-02-10,2026-02-24,2026-02-27,True,False,23,39.8,77.9,2.0,Whitney Vaughn,HR,HR Manager,2025-01-09,3.5,EMP0009,Bangalore
TASK00915,EMP0053,Sales,Report,Medium,2025-12-06,2025-12-13,2025-12-11,True,True,17,29.8,74.5,3.0,Charlotte Wells DVM,Sales,Account Manager,2023-06-24,13.6,EMP0006,Hyderabad
TASK00916,EMP0009,HR,Documentation,Low,2025-07-27,2025-07-30,2025-08-02,True,False,28,29.1,84.2,2.0,Ryan Norman DVM,HR,Recruiter,2023-01-14,4.3,EMP0002,Hyderabad
TASK00917,EMP0171,Finance,Client Call,High,2025-12-08,2025-12-17,2025-12-18,True,False,10,17.0,76.4,4.0,Amy Woodward,Finance,Accountant,2024-05-08,7.0,EMP0015,Delhi
TASK00918,EMP0051,Finance,Bug Fix,High,2025-06-21,2025-07-05,2025-07-08,True,False,3,3.5,82.2,5.0,Lisa Sutton,Finance,Analyst,2022-05-10,1.2,EMP0018,Bangalore
TASK00919,EMP0147,HR,Client Call,Critical,2025-11-20,2025-11-22,2025-11-26,True,False,12,13.8,78.8,1.0,Gregory Smith,HR,HR Manager,2021-08-26,4.0,EMP0015,Remote
TASK00920,EMP0083,Support,Client Call,Medium,2026-02-14,2026-02-25,2026-02-23,True,True,35,68.6,76.5,4.0,Dillon Bernard,Support,Support Lead,2024-10-08,11.8,EMP0014,Mumbai
TASK00921,EMP0051,Finance,Bug Fix,High,2026-03-25,2026-04-06,2026-04-08,True,False,22,41.0,79.8,3.0,Lisa Sutton,Finance,Analyst,2022-05-10,1.2,EMP0018,Bangalore
TASK00922,EMP0149,HR,Report,Critical,2025-05-04,2025-05-14,,False,False,27,0.0,0.0,,Amber Nelson,HR,HR Coordinator,2022-12-28,7.6,EMP0012,Delhi
TASK00923,EMP0009,HR,Client Call,Medium,2026-01-25,2026-02-03,2026-02-08,True,False,24,44.0,98.1,2.0,Ryan Norman DVM,HR,Recruiter,2023-01-14,4.3,EMP0002,Hyderabad
TASK00924,EMP0126,Marketing,Code Review,High,2025-05-18,2025-05-20,2025-05-23,True,False,26,41.3,79.1,5.0,Sarah Cervantes,Marketing,Marketing Manager,2024-12-01,8.7,EMP0001,Bangalore
TASK00925,EMP0137,HR,Code Review,Critical,2025-10-12,2025-10-17,2025-10-19,True,False,35,35.4,77.5,1.0,Paul Baker,HR,HR Coordinator,2023-04-25,8.9,EMP0010,Remote
TASK00926,EMP0060,Finance,Meeting,Low,2025-11-08,2025-11-21,2025-11-23,True,False,17,29.7,70.7,4.0,Phillip Cummings,Finance,Analyst,2025-05-31,10.3,EMP0008,Hyderabad
TASK00927,EMP0196,HR,Testing,Critical,2025-12-08,2025-12-10,2025-12-13,True,False,18,25.9,75.4,1.0,Lisa Martinez,HR,Recruiter,2022-06-20,2.4,EMP0010,Hyderabad
TASK00928,EMP0131,Support,Meeting,Low,2025-06-23,2025-07-04,,False,False,30,0.0,0.0,,Robin Jones,Support,Customer Success,2023-05-11,1.3,EMP0012,Mumbai
TASK00929,EMP0005,Support,Training,Medium,2025-05-08,2025-05-09,2025-05-10,True,False,39,52.6,91.5,5.0,Samantha Lindsey,Support,Customer Success,2025-06-06,10.7,EMP0014,Mumbai
TASK00930,EMP0149,HR,Documentation,Low,2025-06-03,2025-06-08,2025-06-08,True,True,26,33.3,77.3,1.0,Amber Nelson,HR,HR Coordinator,2022-12-28,7.6,EMP0012,Delhi
TASK00931,EMP0172,Finance,Client Call,Medium,2025-05-12,2025-05-22,2025-05-25,True,False,31,20.1,92.7,4.0,Denise Medina,Finance,Accountant,2022-08-13,4.9,EMP0020,Bangalore
TASK00932,EMP0031,Support,Feature Dev,Low,2026-01-18,2026-01-19,2026-01-19,True,True,32,26.3,92.4,3.0,Laura Ibarra,Support,Customer Success,2026-03-02,9.3,EMP0005,Delhi
TASK00933,EMP0084,HR,Client Call,Medium,2025-08-08,2025-08-15,2025-08-19,True,False,18,24.8,70.8,4.0,Rachel Huang,HR,HR Coordinator,2025-07-18,11.9,EMP0004,Hyderabad
TASK00934,EMP0015,HR,Code Review,Medium,2026-03-11,2026-03-19,2026-03-23,True,False,12,8.6,70.7,4.0,Whitney Vaughn,HR,HR Manager,2025-01-09,3.5,EMP0009,Bangalore
TASK00935,EMP0196,HR,Training,High,2025-06-26,2025-06-29,,False,False,34,0.0,0.0,,Lisa Martinez,HR,Recruiter,2022-06-20,2.4,EMP0010,Hyderabad
TASK00936,EMP0190,Sales,Testing,Low,2026-04-06,2026-04-10,2026-04-08,True,True,12,23.0,94.6,1.0,Rachel Francis,Sales,Account Manager,2022-02-28,6.5,EMP0016,Delhi
TASK00937,EMP0114,HR,Training,Medium,2025-10-28,2025-11-04,2025-11-07,True,False,38,35.5,93.6,2.0,Kelli Berry,HR,HR Coordinator,2023-03-04,12.7,EMP0009,Remote
TASK00938,EMP0191,Support,Meeting,Low,2026-04-09,2026-04-14,,False,False,21,0.0,0.0,,Tamara Ramirez,Support,Support Lead,2021-06-04,12.3,EMP0018,Bangalore
TASK00939,EMP0020,Finance,Meeting,Medium,2026-03-24,2026-04-06,2026-04-10,True,False,5,9.5,66.6,3.0,Sydney Cole,Finance,Finance Manager,2021-08-01,5.1,EMP0016,Hyderabad
TASK00940,EMP0189,Marketing,Feature Dev,Low,2025-09-05,2025-09-19,2025-09-17,True,True,9,11.9,80.6,1.0,Jennifer Travis,Marketing,SEO Specialist,2022-08-13,6.4,EMP0011,Bangalore
TASK00941,EMP0132,Support,Report,Medium,2026-01-08,2026-01-18,2026-01-23,True,False,23,38.5,99.5,5.0,Amanda Nichols,Support,Support Agent,2024-05-02,11.8,EMP0002,Bangalore
TASK00942,EMP0150,HR,Code Review,Low,2025-06-25,2025-06-28,2025-07-03,True,False,30,45.0,80.7,3.0,Richard Kim,HR,HR Manager,2025-11-04,13.3,EMP0009,Remote
TASK00943,EMP0141,Finance,Client Call,Low,2025-11-13,2025-11-23,2025-11-27,True,False,26,22.1,85.1,3.0,William Green,Finance,Analyst,2023-01-12,5.5,EMP0014,Delhi
TASK00944,EMP0114,HR,Feature Dev,Medium,2025-10-20,2025-10-31,,False,False,19,0.0,0.0,,Kelli Berry,HR,HR Coordinator,2023-03-04,12.7,EMP0009,Remote
TASK00945,EMP0026,Engineering,Training,High,2025-10-18,2025-10-30,2025-11-01,True,False,37,54.3,64.6,1.0,Calvin Kane,Engineering,Senior Dev,2023-09-23,6.0,EMP0015,Remote
TASK00946,EMP0092,Finance,Report,Low,2025-07-10,2025-07-20,2025-07-18,True,True,38,48.7,66.8,5.0,Bryce Valentine,Finance,Analyst,2021-09-30,6.1,EMP0019,Mumbai
TASK00947,EMP0069,Finance,Documentation,High,2026-01-20,2026-01-22,2026-01-22,True,True,3,2.7,82.2,2.0,Christian Henry,Finance,Finance Manager,2022-05-02,8.2,EMP0018,Delhi
TASK00948,EMP0026,Engineering,Feature Dev,High,2025-06-30,2025-07-14,,False,False,30,0.0,0.0,,Calvin Kane,Engineering,Senior Dev,2023-09-23,6.0,EMP0015,Remote
TASK00949,EMP0047,Marketing,Bug Fix,High,2025-12-24,2026-01-03,2026-01-01,True,True,33,59.2,77.9,3.0,Christopher Conley,Marketing,SEO Specialist,2022-11-08,7.3,EMP0002,Bangalore
TASK00950,EMP0025,Support,Feature Dev,Medium,2026-01-02,2026-01-09,2026-01-12,True,False,26,23.0,64.1,1.0,Shannon Orozco,Support,Support Agent,2022-02-25,12.0,EMP0014,Remote
TASK00951,EMP0190,Sales,Client Call,Medium,2026-03-09,2026-03-14,2026-03-16,True,False,7,5.1,90.7,2.0,Rachel Francis,Sales,Account Manager,2022-02-28,6.5,EMP0016,Delhi
TASK00952,EMP0065,HR,Testing,Low,2025-08-12,2025-08-18,2025-08-16,True,True,21,22.8,100.0,2.0,Richard Davis,HR,HR Coordinator,2022-04-18,0.6,EMP0020,Remote
TASK00953,EMP0140,Support,Documentation,Medium,2025-07-26,2025-08-01,2025-07-31,True,True,5,4.0,83.1,4.0,Andrew Jackson,Support,Support Lead,2023-02-22,12.8,EMP0020,Bangalore
TASK00954,EMP0006,Marketing,Report,Medium,2026-04-05,2026-04-14,2026-04-13,True,True,19,11.2,75.1,5.0,Paula White,Marketing,Marketing Manager,2023-08-11,4.5,EMP0001,Mumbai
TASK00955,EMP0116,Support,Feature Dev,Medium,2025-09-01,2025-09-09,2025-09-10,True,False,3,2.7,65.7,2.0,Colleen Olsen,Support,Support Lead,2024-05-31,3.9,EMP0011,Delhi
TASK00956,EMP0049,Sales,Feature Dev,High,2025-07-02,2025-07-13,2025-07-15,True,False,38,42.2,86.6,5.0,Todd Adams,Sales,Sales Rep,2022-10-12,8.3,EMP0005,Hyderabad
TASK00957,EMP0055,Marketing,Client Call,Low,2025-06-02,2025-06-05,2025-06-05,True,True,17,22.2,90.0,5.0,Pamela Powell,Marketing,Marketing Manager,2025-02-16,14.4,EMP0018,Hyderabad
TASK00958,EMP0182,Marketing,Report,Medium,2025-07-18,2025-07-19,2025-07-21,True,False,12,6.0,77.4,3.0,Alexander Garcia,Marketing,Marketing Manager,2021-10-21,4.9,EMP0013,Delhi
TASK00959,EMP0104,Engineering,Training,Medium,2026-01-23,2026-02-06,2026-02-09,True,False,15,20.7,86.6,3.0,Roy Schultz,Engineering,Junior Dev,2024-12-17,10.3,EMP0008,Mumbai
TASK00960,EMP0112,HR,Feature Dev,Low,2025-05-23,2025-06-04,2025-06-03,True,True,21,13.3,80.5,2.0,Dominique Perez,HR,HR Manager,2023-01-31,9.4,EMP0017,Hyderabad
TASK00961,EMP0185,Engineering,Training,High,2025-04-28,2025-05-03,,False,False,15,0.0,0.0,,Mrs. Toni Webb,Engineering,Junior Dev,2021-05-01,3.8,EMP0019,Remote
TASK00962,EMP0018,Support,Meeting,Critical,2025-07-10,2025-07-16,,False,False,23,0.0,0.0,,Sarah Mann,Support,Support Lead,2023-06-05,12.7,EMP0002,Mumbai
TASK00963,EMP0187,Sales,Report,Critical,2026-03-22,2026-04-03,2026-04-04,True,False,22,22.3,89.5,5.0,Daniel Nguyen,Sales,Account Manager,2022-08-03,8.0,EMP0015,Delhi
TASK00964,EMP0144,Support,Bug Fix,Medium,2026-01-16,2026-01-28,2026-01-26,True,True,40,48.6,81.1,2.0,John Duncan,Support,Support Agent,2021-08-27,6.8,EMP0017,Delhi
TASK00965,EMP0169,HR,Feature Dev,Medium,2026-03-07,2026-03-19,2026-03-23,True,False,36,22.4,81.8,5.0,Brian Davis,HR,HR Coordinator,2023-06-14,14.9,EMP0004,Remote
TASK00966,EMP0024,Marketing,Client Call,Low,2026-01-11,2026-01-25,2026-01-30,True,False,9,9.3,80.4,5.0,Briana Dawson,Marketing,Content Writer,2023-01-29,11.5,EMP0004,Mumbai
TASK00967,EMP0149,HR,Documentation,Medium,2025-10-08,2025-10-11,2025-10-09,True,True,9,10.7,63.9,4.0,Amber Nelson,HR,HR Coordinator,2022-12-28,7.6,EMP0012,Delhi
TASK00968,EMP0055,Marketing,Meeting,Low,2026-01-06,2026-01-18,2026-01-20,True,False,24,18.9,69.1,2.0,Pamela Powell,Marketing,Marketing Manager,2025-02-16,14.4,EMP0018,Hyderabad
TASK00969,EMP0108,Sales,Meeting,Low,2026-02-16,2026-02-24,,False,False,4,0.0,0.0,,Marc Jackson,Sales,Sales Lead,2021-10-26,10.5,EMP0004,Hyderabad
TASK00970,EMP0193,Marketing,Client Call,Medium,2025-05-18,2025-05-30,2025-05-31,True,False,2,1.6,85.2,1.0,Patricia Graves,Marketing,Marketing Manager,2026-01-07,12.5,EMP0001,Remote
TASK00971,EMP0001,Support,Code Review,High,2026-04-11,2026-04-21,2026-04-21,True,True,37,29.3,91.0,1.0,Robin Doyle,Support,Support Agent,2025-05-21,0.9,EMP0009,Mumbai
TASK00972,EMP0163,Sales,Training,Medium,2025-11-28,2025-12-10,2025-12-12,True,False,38,67.8,91.4,3.0,Drew Mckinney,Sales,Account Manager,2021-11-24,1.2,EMP0002,Remote
TASK00973,EMP0148,Finance,Bug Fix,Low,2026-01-18,2026-01-29,2026-01-31,True,False,37,67.5,70.6,4.0,John Johnson,Finance,Finance Manager,2023-12-08,6.0,EMP0001,Hyderabad
TASK00974,EMP0063,Finance,Client Call,Medium,2026-04-10,2026-04-21,2026-04-24,True,False,29,51.2,69.2,3.0,Brianna Smith,Finance,Accountant,2023-07-07,14.1,EMP0007,Delhi
TASK00975,EMP0123,Sales,Documentation,Low,2025-04-23,2025-05-02,2025-05-05,True,False,35,57.3,84.5,1.0,Collin Weber,Sales,Account Manager,2024-12-22,3.7,EMP0014,Hyderabad
TASK00976,EMP0133,Sales,Testing,Low,2025-07-15,2025-07-22,2025-07-25,True,False,2,2.2,76.1,1.0,Michael Rollins,Sales,Sales Rep,2025-08-12,12.7,EMP0020,Mumbai
TASK00977,EMP0010,Finance,Documentation,High,2025-06-10,2025-06-23,2025-06-24,True,False,29,56.2,92.3,2.0,Kelsey Monroe,Finance,Analyst,2021-09-09,14.6,EMP0013,Bangalore
TASK00978,EMP0163,Sales,Bug Fix,Low,2026-01-19,2026-01-24,2026-01-23,True,True,3,3.7,81.1,5.0,Drew Mckinney,Sales,Account Manager,2021-11-24,1.2,EMP0002,Remote
TASK00979,EMP0118,Support,Testing,High,2025-05-14,2025-05-20,2025-05-21,True,False,8,9.7,83.6,1.0,George Meadows,Support,Support Agent,2025-07-12,10.7,EMP0003,Hyderabad
TASK00980,EMP0135,Sales,Feature Dev,High,2025-11-06,2025-11-15,2025-11-14,True,True,40,57.2,69.0,4.0,Jack Clark,Sales,Account Manager,2022-02-08,10.6,EMP0012,Mumbai
TASK00981,EMP0039,Support,Client Call,Medium,2025-11-22,2025-11-24,,False,False,4,0.0,0.0,,Katherine Stanley,Support,Customer Success,2023-08-12,5.9,EMP0017,Hyderabad
TASK00982,EMP0120,Sales,Report,Medium,2025-12-15,2025-12-29,2025-12-29,True,True,5,9.4,88.1,1.0,Lawrence Charles,Sales,Account Manager,2023-03-04,6.1,EMP0019,Bangalore
TASK00983,EMP0058,Engineering,Meeting,Medium,2025-07-07,2025-07-18,2025-07-17,True,True,5,6.7,61.6,4.0,Benjamin Buchanan,Engineering,Tech Lead,2024-02-09,7.4,EMP0017,Mumbai
TASK00984,EMP0136,Finance,Bug Fix,Medium,2025-07-24,2025-08-03,2025-08-04,True,False,40,67.2,79.2,4.0,Elizabeth Smith,Finance,Finance Manager,2021-07-29,14.5,EMP0004,Mumbai
TASK00985,EMP0171,Finance,Bug Fix,Medium,2025-07-26,2025-08-08,2025-08-07,True,True,23,34.0,69.1,4.0,Amy Woodward,Finance,Accountant,2024-05-08,7.0,EMP0015,Delhi
TASK00986,EMP0199,Marketing,Feature Dev,Medium,2026-01-25,2026-02-04,2026-02-03,True,True,2,2.8,65.0,5.0,Kimberly King,Marketing,Content Writer,2025-07-24,3.8,EMP0004,Hyderabad
TASK00987,EMP0075,Engineering,Training,High,2025-11-28,2025-12-02,,False,False,10,0.0,0.0,,Deborah Ramos,Engineering,Junior Dev,2025-09-30,5.3,EMP0005,Delhi
TASK00988,EMP0166,HR,Bug Fix,Low,2025-11-10,2025-11-17,2025-11-22,True,False,13,11.2,89.0,1.0,Dylan Kirk,HR,HR Coordinator,2023-01-20,14.5,EMP0009,Hyderabad
TASK00989,EMP0021,Support,Training,Low,2025-04-23,2025-05-03,2025-05-06,True,False,21,28.9,83.0,2.0,Brianna Gilmore,Support,Support Lead,2021-12-30,2.6,EMP0005,Mumbai
TASK00990,EMP0081,Finance,Training,Low,2026-02-14,2026-02-19,2026-02-21,True,False,25,48.9,62.6,5.0,Kevin Berry,Finance,Accountant,2026-02-20,14.6,EMP0005,Mumbai
TASK00991,EMP0005,Support,Documentation,Medium,2025-10-02,2025-10-05,2025-10-03,True,True,29,29.5,86.6,2.0,Samantha Lindsey,Support,Customer Success,2025-06-06,10.7,EMP0014,Mumbai
TASK00992,EMP0044,Support,Testing,High,2025-10-24,2025-10-30,2025-11-04,True,False,31,43.4,65.7,5.0,Debbie Gordon,Support,Support Lead,2025-03-03,3.6,EMP0005,Remote
TASK00993,EMP0124,Engineering,Report,Medium,2025-09-04,2025-09-10,2025-09-14,True,False,23,17.1,64.9,1.0,Donna Gutierrez,Engineering,Senior Dev,2022-10-16,5.4,EMP0013,Mumbai
TASK00994,EMP0164,HR,Documentation,Medium,2025-05-12,2025-05-13,2025-05-14,True,False,31,44.5,81.6,4.0,Jennifer Powers,HR,Recruiter,2024-04-02,14.2,EMP0016,Bangalore
TASK00995,EMP0031,Support,Bug Fix,High,2025-09-24,2025-10-08,2025-10-12,True,False,15,16.5,88.9,3.0,Laura Ibarra,Support,Customer Success,2026-03-02,9.3,EMP0005,Delhi
TASK00996,EMP0007,Support,Documentation,Low,2026-01-01,2026-01-07,2026-01-06,True,True,11,10.3,78.5,5.0,Jacqueline Christensen,Support,Support Lead,2024-08-21,5.4,EMP0005,Mumbai
TASK00997,EMP0060,Finance,Code Review,Critical,2026-01-05,2026-01-11,2026-01-09,True,True,14,11.2,62.6,2.0,Phillip Cummings,Finance,Analyst,2025-05-31,10.3,EMP0008,Hyderabad
TASK00998,EMP0135,Sales,Code Review,High,2025-10-26,2025-11-07,2025-11-08,True,False,13,10.3,86.5,3.0,Jack Clark,Sales,Account Manager,2022-02-08,10.6,EMP0012,Mumbai
TASK00999,EMP0089,Engineering,Client Call,Critical,2025-08-17,2025-08-18,,False,False,10,0.0,0.0,,Gwendolyn Munoz,Engineering,Junior Dev,2023-08-28,13.2,EMP0009,Mumbai
TASK01000,EMP0187,Sales,Testing,Medium,2025-05-30,2025-06-01,2025-06-02,True,False,21,24.9,79.1,3.0,Daniel Nguyen,Sales,Account Manager,2022-08-03,8.0,EMP0015,Delhi
TASK01001,EMP0075,Engineering,Feature Dev,Medium,2026-03-28,2026-04-06,,False,False,29,0.0,0.0,,Deborah Ramos,Engineering,Junior Dev,2025-09-30,5.3,EMP0005,Delhi
TASK01002,EMP0001,Support,Testing,Low,2025-08-22,2025-08-25,2025-08-26,True,False,36,38.4,73.0,3.0,Robin Doyle,Support,Support Agent,2025-05-21,0.9,EMP0009,Mumbai
TASK01003,EMP0115,Marketing,Training,Medium,2025-09-27,2025-10-08,2025-10-06,True,True,39,30.6,67.1,3.0,Jessica Moore,Marketing,Marketing Manager,2022-03-28,4.0,EMP0015,Bangalore
TASK01004,EMP0062,Finance,Report,High,2025-08-24,2025-08-30,2025-09-01,True,False,10,17.8,80.7,2.0,Gloria Rodriguez,Finance,Analyst,2024-03-03,6.6,EMP0019,Remote
TASK01005,EMP0150,HR,Training,High,2025-08-17,2025-08-30,2025-08-29,True,True,12,15.2,71.8,3.0,Richard Kim,HR,HR Manager,2025-11-04,13.3,EMP0009,Remote
TASK01006,EMP0126,Marketing,Report,Medium,2025-09-25,2025-10-03,2025-10-06,True,False,35,54.0,70.3,4.0,Sarah Cervantes,Marketing,Marketing Manager,2024-12-01,8.7,EMP0001,Bangalore
TASK01007,EMP0057,Support,Documentation,Low,2025-11-04,2025-11-11,2025-11-09,True,True,15,12.4,70.3,4.0,Scott Harper,Support,Customer Success,2023-04-07,1.4,EMP0011,Bangalore
TASK01008,EMP0145,Finance,Testing,High,2025-07-23,2025-07-30,2025-08-03,True,False,26,35.3,83.4,3.0,Melissa Barnes,Finance,Finance Manager,2024-03-19,11.7,EMP0015,Hyderabad
TASK01009,EMP0046,Sales,Documentation,Medium,2025-10-18,2025-10-21,2025-10-23,True,False,30,38.3,83.2,5.0,Andrew Reed Jr.,Sales,Sales Rep,2022-04-27,1.9,EMP0014,Delhi
TASK01010,EMP0174,HR,Client Call,Low,2025-08-27,2025-09-05,2025-09-09,True,False,30,36.0,73.9,3.0,Richard Henry,HR,Recruiter,2023-03-29,1.7,EMP0008,Mumbai
TASK01011,EMP0078,Engineering,Meeting,High,2026-03-27,2026-04-02,2026-03-31,True,True,13,15.1,72.7,1.0,Angela Stone,Engineering,Senior Dev,2024-09-17,8.9,EMP0005,Hyderabad
TASK01012,EMP0004,Sales,Feature Dev,Medium,2025-05-25,2025-05-27,2025-05-26,True,True,19,35.9,73.1,1.0,Garrett Lynch,Sales,Sales Lead,2025-01-08,9.2,EMP0018,Mumbai
TASK01013,EMP0125,Marketing,Meeting,Low,2025-11-25,2025-11-26,2025-11-29,True,False,14,21.2,74.4,3.0,Destiny Johnson,Marketing,Content Writer,2023-06-28,14.7,EMP0018,Bangalore
TASK01014,EMP0088,Support,Code Review,High,2025-07-29,2025-08-11,2025-08-13,True,False,14,21.8,62.4,5.0,Nicole Taylor,Support,Customer Success,2022-01-16,6.3,EMP0018,Delhi
TASK01015,EMP0069,Finance,Client Call,Critical,2026-03-26,2026-03-27,2026-03-29,True,False,24,40.2,90.0,4.0,Christian Henry,Finance,Finance Manager,2022-05-02,8.2,EMP0018,Delhi
TASK01016,EMP0021,Support,Code Review,High,2025-10-04,2025-10-17,2025-10-22,True,False,34,67.5,81.8,4.0,Brianna Gilmore,Support,Support Lead,2021-12-30,2.6,EMP0005,Mumbai
TASK01017,EMP0070,Support,Training,Low,2025-06-29,2025-07-11,2025-07-16,True,False,16,20.4,83.0,4.0,Travis Webb,Support,Support Agent,2025-04-03,14.1,EMP0005,Delhi
TASK01018,EMP0150,HR,Client Call,High,2025-04-15,2025-04-23,2025-04-22,True,True,22,38.9,66.5,4.0,Richard Kim,HR,HR Manager,2025-11-04,13.3,EMP0009,Remote
TASK01019,EMP0126,Marketing,Code Review,Low,2026-03-24,2026-04-01,2026-03-30,True,True,25,17.7,78.0,3.0,Sarah Cervantes,Marketing,Marketing Manager,2024-12-01,8.7,EMP0001,Bangalore
TASK01020,EMP0178,Support,Client Call,Critical,2025-05-11,2025-05-12,2025-05-15,True,False,23,19.3,77.4,4.0,Thomas Hernandez,Support,Support Agent,2025-01-27,13.9,EMP0019,Mumbai
TASK01021,EMP0046,Sales,Bug Fix,High,2025-06-12,2025-06-24,2025-06-27,True,False,39,20.9,100.0,2.0,Andrew Reed Jr.,Sales,Sales Rep,2022-04-27,1.9,EMP0014,Delhi
TASK01022,EMP0124,Engineering,Client Call,Low,2025-04-22,2025-04-28,2025-05-02,True,False,26,21.0,50.3,1.0,Donna Gutierrez,Engineering,Senior Dev,2022-10-16,5.4,EMP0013,Mumbai
TASK01023,EMP0159,Support,Meeting,Medium,2026-02-01,2026-02-05,2026-02-08,True,False,38,73.8,73.5,1.0,Carol Lee,Support,Customer Success,2021-08-08,14.3,EMP0006,Mumbai
